,Date (HE),Price ($),30Ravg ($),AIL Demand (MW)
1440,04/30/2022 02,102.14,116.68,8693.0
1441,04/30/2022 03,104.87,116.74,8670.0
1442,04/30/2022 04,101.45,116.79,8628.0
1443,04/30/2022 05,102.18,116.84,8614.0
1444,04/30/2022 06,105.16,116.89,8647.0
1445,04/30/2022 07,101.73,116.84,8657.0
1446,04/30/2022 08,85.34,116.58,8851.0
1447,04/30/2022 09,89.24,116.5,9101.0
1448,04/30/2022 10,93.92,116.52,9272.0
1449,04/30/2022 11,137.15,116.61,9303.0
1450,04/30/2022 12,100.73,116.66,9295.0
1451,04/30/2022 13,99.55,116.69,9254.0
1452,04/30/2022 14,100.71,116.73,9238.0
1453,04/30/2022 15,103.87,116.77,9278.0
1454,04/30/2022 16,105.89,116.82,9259.0
1455,04/30/2022 17,100.63,116.88,9309.0
1456,04/30/2022 18,101.89,116.95,9359.0
1457,04/30/2022 19,100.79,117.02,9329.0
1458,04/30/2022 20,102.22,117.07,9247.0
1459,04/30/2022 21,100.22,117.11,9255.0
1460,04/30/2022 22,101.19,117.14,9327.0
1461,04/30/2022 23,98.87,117.17,9210.0
1462,04/30/2022 24,93.51,117.14,8970.0
1463,05/01/2022 01,87.64,117.11,8765.0
1464,05/01/2022 02,85.77,117.12,8624.0
1465,05/01/2022 03,88.28,117.14,8595.0
1466,05/01/2022 04,86.19,117.17,8597.0
1467,05/01/2022 05,85.31,117.2,8587.0
1468,05/01/2022 06,92.25,117.26,8587.0
1469,05/01/2022 07,94.7,117.28,8524.0
1470,05/01/2022 08,93.29,117.32,8583.0
1471,05/01/2022 09,104.73,117.36,8747.0
1472,05/01/2022 10,93.23,117.38,8922.0
1473,05/01/2022 11,93.96,117.41,9047.0
1474,05/01/2022 12,93.38,117.44,9111.0
1475,05/01/2022 13,93.21,117.46,9179.0
1476,05/01/2022 14,92.87,117.44,9173.0
1477,05/01/2022 15,86.93,117.43,9177.0
1478,05/01/2022 16,87.03,117.45,9207.0
1479,05/01/2022 17,92.94,117.48,9247.0
1480,05/01/2022 18,94.38,117.51,9321.0
1481,05/01/2022 19,114.76,117.57,9280.0
1482,05/01/2022 20,169.01,117.7,9143.0
1483,05/01/2022 21,111.11,117.77,9165.0
1484,05/01/2022 22,101.9,117.84,9227.0
1485,05/01/2022 23,89.09,117.88,9078.0
1486,05/01/2022 24,82.43,117.9,8786.0
1487,05/02/2022 01,77.14,117.92,8666.0
1488,05/02/2022 02,83.79,117.95,8587.0
1489,05/02/2022 03,81.11,117.98,8541.0
1490,05/02/2022 04,77.72,117.99,8545.0
1491,05/02/2022 05,91.52,118.03,8583.0
1492,05/02/2022 06,103.57,118.07,8745.0
1493,05/02/2022 07,103.97,118.1,9028.0
1494,05/02/2022 08,98.95,118.14,9399.0
1495,05/02/2022 09,107.2,118.18,9607.0
1496,05/02/2022 10,107.06,118.2,9646.0
1497,05/02/2022 11,106.84,118.14,9688.0
1498,05/02/2022 12,107.81,118.13,9731.0
1499,05/02/2022 13,199.39,118.29,9697.0
1500,05/02/2022 14,321.96,118.63,9618.0
1501,05/02/2022 15,148.05,118.73,9577.0
1502,05/02/2022 16,155.78,118.83,9587.0
1503,05/02/2022 17,140.0,118.92,9654.0
1504,05/02/2022 18,148.24,119.02,9627.0
1505,05/02/2022 19,141.31,119.13,9468.0
1506,05/02/2022 20,114.84,119.19,9357.0
1507,05/02/2022 21,114.0,119.24,9293.0
1508,05/02/2022 22,105.87,119.26,9360.0
1509,05/02/2022 23,92.47,119.28,9173.0
1510,05/02/2022 24,86.92,119.27,8873.0
1511,05/03/2022 01,83.86,119.18,8669.0
1512,05/03/2022 02,79.46,119.19,8569.0
1513,05/03/2022 03,82.98,119.21,8529.0
1514,05/03/2022 04,94.15,119.26,8494.0
1515,05/03/2022 05,95.87,119.3,8493.0
1516,05/03/2022 06,151.42,119.41,8608.0
1517,05/03/2022 07,309.61,119.73,8781.0
1518,05/03/2022 08,194.6,119.89,9178.0
1519,05/03/2022 09,320.01,120.22,9326.0
1520,05/03/2022 10,241.97,120.45,9362.0
1521,05/03/2022 11,150.53,120.55,9376.0
1522,05/03/2022 12,189.55,120.7,9464.0
1523,05/03/2022 13,165.62,120.83,9501.0
1524,05/03/2022 14,163.88,120.95,9443.0
1525,05/03/2022 15,210.59,121.15,9421.0
1526,05/03/2022 16,211.11,121.36,9435.0
1527,05/03/2022 17,260.48,121.63,9464.0
1528,05/03/2022 18,137.58,121.71,9457.0
1529,05/03/2022 19,120.02,121.77,9322.0
1530,05/03/2022 20,98.92,121.78,9234.0
1531,05/03/2022 21,88.05,121.77,9157.0
1532,05/03/2022 22,89.36,121.77,9244.0
1533,05/03/2022 23,77.74,121.77,9096.0
1534,05/03/2022 24,73.87,121.8,8786.0
1535,05/04/2022 01,72.75,121.84,8596.0
1536,05/04/2022 02,72.34,121.86,8499.0
1537,05/04/2022 03,73.33,121.87,8414.0
1538,05/04/2022 04,88.06,121.89,8362.0
1539,05/04/2022 05,80.29,121.88,8390.0
1540,05/04/2022 06,80.98,121.86,8534.0
1541,05/04/2022 07,92.25,121.81,8846.0
1542,05/04/2022 08,104.37,121.79,9233.0
1543,05/04/2022 09,118.26,121.58,9364.0
1544,05/04/2022 10,119.15,121.48,9403.0
1545,05/04/2022 11,102.2,121.5,9485.0
1546,05/04/2022 12,90.0,121.55,9555.0
1547,05/04/2022 13,84.38,121.6,9585.0
1548,05/04/2022 14,89.14,121.66,9601.0
1549,05/04/2022 15,90.0,121.71,9606.0
1550,05/04/2022 16,86.9,121.75,9589.0
1551,05/04/2022 17,94.52,121.78,9615.0
1552,05/04/2022 18,96.3,121.84,9570.0
1553,05/04/2022 19,99.95,121.9,9394.0
1554,05/04/2022 20,115.92,121.95,9268.0
1555,05/04/2022 21,232.56,122.13,9118.0
1556,05/04/2022 22,119.86,122.17,9139.0
1557,05/04/2022 23,107.97,122.22,9039.0
1558,05/04/2022 24,99.39,122.26,8780.0
1559,05/05/2022 01,86.84,122.28,8611.0
1560,05/05/2022 02,90.07,122.32,8496.0
1561,05/05/2022 03,91.97,122.36,8430.0
1562,05/05/2022 04,96.32,122.39,8386.0
1563,05/05/2022 05,103.39,122.44,8419.0
1564,05/05/2022 06,96.36,122.46,8574.0
1565,05/05/2022 07,113.69,122.49,8910.0
1566,05/05/2022 08,107.84,122.52,9307.0
1567,05/05/2022 09,235.54,122.73,9491.0
1568,05/05/2022 10,275.18,123.01,9431.0
1569,05/05/2022 11,737.63,123.95,9401.0
1570,05/05/2022 12,469.98,124.53,9404.0
1571,05/05/2022 13,672.85,125.38,9409.0
1572,05/05/2022 14,578.51,126.11,9339.0
1573,05/05/2022 15,263.68,126.39,9385.0
1574,05/05/2022 16,122.99,126.48,9490.0
1575,05/05/2022 17,118.12,126.56,9586.0
1576,05/05/2022 18,102.49,126.61,9560.0
1577,05/05/2022 19,81.09,126.64,9437.0
1578,05/05/2022 20,92.21,126.6,9388.0
1579,05/05/2022 21,94.69,126.54,9213.0
1580,05/05/2022 22,129.33,126.38,9165.0
1581,05/05/2022 23,95.0,126.33,8936.0
1582,05/05/2022 24,73.4,126.25,8746.0
1583,05/06/2022 01,46.3,126.19,8580.0
1584,05/06/2022 02,33.27,126.11,8499.0
1585,05/06/2022 03,12.94,126.02,8415.0
1586,05/06/2022 04,3.55,125.92,8425.0
1587,05/06/2022 05,54.95,125.91,8495.0
1588,05/06/2022 06,61.05,125.91,8654.0
1589,05/06/2022 07,73.49,125.89,8922.0
1590,05/06/2022 08,80.97,125.9,9321.0
1591,05/06/2022 09,80.84,125.91,9555.0
1592,05/06/2022 10,83.01,125.91,9674.0
1593,05/06/2022 11,81.36,125.89,9684.0
1594,05/06/2022 12,81.94,125.88,9669.0
1595,05/06/2022 13,87.29,125.88,9684.0
1596,05/06/2022 14,94.23,125.91,9688.0
1597,05/06/2022 15,94.1,125.94,9687.0
1598,05/06/2022 16,89.5,125.98,9649.0
1599,05/06/2022 17,100.87,126.03,9650.0
1600,05/06/2022 18,98.41,126.06,9572.0
1601,05/06/2022 19,96.06,126.07,9385.0
1602,05/06/2022 20,108.72,125.73,9250.0
1603,05/06/2022 21,146.7,125.39,9205.0
1604,05/06/2022 22,256.47,125.32,9121.0
1605,05/06/2022 23,119.21,124.75,9113.0
1606,05/06/2022 24,95.91,123.89,8931.0
1607,05/07/2022 01,94.35,123.59,8759.0
1608,05/07/2022 02,119.15,123.35,8614.0
1609,05/07/2022 03,109.71,122.94,8531.0
1610,05/07/2022 04,105.05,122.76,8522.0
1611,05/07/2022 05,108.11,122.49,8505.0
1612,05/07/2022 06,109.94,122.08,8556.0
1613,05/07/2022 07,111.71,121.37,8581.0
1614,05/07/2022 08,111.25,121.07,8763.0
1615,05/07/2022 09,140.37,120.98,8941.0
1616,05/07/2022 10,145.77,120.99,9091.0
1617,05/07/2022 11,114.11,121.01,9236.0
1618,05/07/2022 12,119.19,121.05,9276.0
1619,05/07/2022 13,121.14,121.08,9297.0
1620,05/07/2022 14,120.71,121.0,9276.0
1621,05/07/2022 15,109.71,120.98,9246.0
1622,05/07/2022 16,126.33,121.03,9247.0
1623,05/07/2022 17,173.25,121.14,9252.0
1624,05/07/2022 18,137.04,120.93,9328.0
1625,05/07/2022 19,115.85,120.94,9324.0
1626,05/07/2022 20,115.31,120.97,9282.0
1627,05/07/2022 21,168.01,121.07,9272.0
1628,05/07/2022 22,311.18,121.36,9185.0
1629,05/07/2022 23,116.65,121.38,9234.0
1630,05/07/2022 24,121.52,121.43,9029.0
1631,05/08/2022 01,97.86,121.47,8875.0
1632,05/08/2022 02,98.09,121.51,8804.0
1633,05/08/2022 03,99.47,121.55,8668.0
1634,05/08/2022 04,116.34,121.62,8632.0
1635,05/08/2022 05,124.9,121.67,8624.0
1636,05/08/2022 06,122.32,121.72,8652.0
1637,05/08/2022 07,113.1,121.74,8671.0
1638,05/08/2022 08,104.52,121.73,8812.0
1639,05/08/2022 09,130.84,121.53,9026.0
1640,05/08/2022 10,116.45,121.16,9169.0
1641,05/08/2022 11,115.19,121.12,9282.0
1642,05/08/2022 12,129.67,121.2,9298.0
1643,05/08/2022 13,118.64,121.27,9293.0
1644,05/08/2022 14,114.27,121.33,9282.0
1645,05/08/2022 15,97.95,121.38,9223.0
1646,05/08/2022 16,91.09,121.41,9296.0
1647,05/08/2022 17,84.06,121.44,9402.0
1648,05/08/2022 18,83.48,121.46,9413.0
1649,05/08/2022 19,89.49,121.48,9387.0
1650,05/08/2022 20,99.2,121.52,9374.0
1651,05/08/2022 21,112.39,121.56,9384.0
1652,05/08/2022 22,122.73,121.61,9419.0
1653,05/08/2022 23,102.49,121.65,9254.0
1654,05/08/2022 24,93.5,121.69,9006.0
1655,05/09/2022 01,90.84,121.73,8819.0
1656,05/09/2022 02,96.56,121.77,8716.0
1657,05/09/2022 03,97.85,121.82,8670.0
1658,05/09/2022 04,100.58,121.88,8674.0
1659,05/09/2022 05,103.53,121.93,8700.0
1660,05/09/2022 06,113.53,121.99,8809.0
1661,05/09/2022 07,125.67,122.03,9080.0
1662,05/09/2022 08,125.72,122.08,9396.0
1663,05/09/2022 09,244.27,122.28,9559.0
1664,05/09/2022 10,158.77,122.38,9650.0
1665,05/09/2022 11,334.31,122.71,9667.0
1666,05/09/2022 12,432.43,123.18,9595.0
1667,05/09/2022 13,352.35,123.55,9536.0
1668,05/09/2022 14,230.02,123.78,9577.0
1669,05/09/2022 15,178.7,123.93,9633.0
1670,05/09/2022 16,135.87,124.03,9668.0
1671,05/09/2022 17,129.82,124.08,9744.0
1672,05/09/2022 18,126.2,124.13,9783.0
1673,05/09/2022 19,120.54,124.13,9719.0
1674,05/09/2022 20,126.38,124.15,9665.0
1675,05/09/2022 21,126.42,123.91,9622.0
1676,05/09/2022 22,139.57,123.4,9637.0
1677,05/09/2022 23,104.24,123.01,9474.0
1678,05/09/2022 24,108.07,122.79,9184.0
1679,05/10/2022 01,81.07,122.69,9041.0
1680,05/10/2022 02,73.59,122.62,8941.0
1681,05/10/2022 03,69.9,122.59,8881.0
1682,05/10/2022 04,64.82,122.52,8880.0
1683,05/10/2022 05,63.13,122.44,8915.0
1684,05/10/2022 06,65.42,122.25,9065.0
1685,05/10/2022 07,75.27,121.9,9367.0
1686,05/10/2022 08,80.79,121.87,9703.0
1687,05/10/2022 09,73.9,121.81,9819.0
1688,05/10/2022 10,72.12,121.71,9872.0
1689,05/10/2022 11,67.83,121.68,9834.0
1690,05/10/2022 12,66.69,121.65,9806.0
1691,05/10/2022 13,68.61,121.63,9769.0
1692,05/10/2022 14,78.89,121.63,9818.0
1693,05/10/2022 15,80.88,121.65,9801.0
1694,05/10/2022 16,73.5,121.66,9823.0
1695,05/10/2022 17,84.45,121.67,9869.0
1696,05/10/2022 18,74.84,121.64,9807.0
1697,05/10/2022 19,92.87,121.62,9677.0
1698,05/10/2022 20,106.61,121.62,9659.0
1699,05/10/2022 21,124.57,121.58,9620.0
1700,05/10/2022 22,207.17,121.68,9515.0
1701,05/10/2022 23,132.85,121.73,9372.0
1702,05/10/2022 24,104.28,121.74,9157.0
1703,05/11/2022 01,97.75,121.74,8920.0
1704,05/11/2022 02,90.49,121.73,8850.0
1705,05/11/2022 03,88.15,121.72,8841.0
1706,05/11/2022 04,84.49,121.71,8846.0
1707,05/11/2022 05,89.9,121.67,8869.0
1708,05/11/2022 06,100.74,121.31,9001.0
1709,05/11/2022 07,126.8,120.85,9222.0
1710,05/11/2022 08,93.26,120.26,9589.0
1711,05/11/2022 09,90.14,119.93,9677.0
1712,05/11/2022 10,90.4,119.81,9749.0
1713,05/11/2022 11,97.22,119.8,9776.0
1714,05/11/2022 12,94.66,119.8,9777.0
1715,05/11/2022 13,106.82,119.86,9782.0
1716,05/11/2022 14,142.51,119.96,9813.0
1717,05/11/2022 15,194.04,120.14,9746.0
1718,05/11/2022 16,171.6,120.29,9714.0
1719,05/11/2022 17,173.2,120.43,9773.0
1720,05/11/2022 18,174.31,120.58,9734.0
1721,05/11/2022 19,135.93,120.68,9593.0
1722,05/11/2022 20,183.74,120.84,9463.0
1723,05/11/2022 21,204.86,121.01,9328.0
1724,05/11/2022 22,175.3,121.13,9379.0
1725,05/11/2022 23,167.18,121.27,9211.0
1726,05/11/2022 24,239.09,121.51,8887.0
1727,05/12/2022 01,101.94,121.56,8755.0
1728,05/12/2022 02,110.97,121.61,8719.0
1729,05/12/2022 03,133.36,121.7,8712.0
1730,05/12/2022 04,170.32,121.83,8679.0
1731,05/12/2022 05,119.27,121.89,8688.0
1732,05/12/2022 06,172.36,122.02,8793.0
1733,05/12/2022 07,228.27,122.21,8967.0
1734,05/12/2022 08,157.62,122.29,9296.0
1735,05/12/2022 09,502.35,122.87,9435.0
1736,05/12/2022 10,137.78,122.95,9482.0
1737,05/12/2022 11,345.83,123.33,9485.0
1738,05/12/2022 12,587.59,124.05,9506.0
1739,05/12/2022 13,112.37,124.1,9557.0
1740,05/12/2022 14,105.56,124.15,9693.0
1741,05/12/2022 15,100.13,124.18,9739.0
1742,05/12/2022 16,108.0,124.22,9780.0
1743,05/12/2022 17,238.15,124.43,9729.0
1744,05/12/2022 18,280.69,124.7,9602.0
1745,05/12/2022 19,175.18,124.82,9536.0
1746,05/12/2022 20,274.52,125.07,9378.0
1747,05/12/2022 21,239.86,125.26,9320.0
1748,05/12/2022 22,155.51,125.34,9303.0
1749,05/12/2022 23,91.04,125.33,9241.0
1750,05/12/2022 24,125.56,125.36,9059.0
1751,05/13/2022 01,104.81,125.37,8867.0
1752,05/13/2022 02,105.84,125.38,8731.0
1753,05/13/2022 03,161.46,125.48,8646.0
1754,05/13/2022 04,95.49,125.48,8590.0
1755,05/13/2022 05,126.06,125.52,8679.0
1756,05/13/2022 06,130.66,125.48,8758.0
1757,05/13/2022 07,177.07,125.19,9011.0
1758,05/13/2022 08,107.81,124.91,9371.0
1759,05/13/2022 09,102.32,124.7,9599.0
1760,05/13/2022 10,106.29,124.7,9747.0
1761,05/13/2022 11,117.45,124.71,9809.0
1762,05/13/2022 12,94.35,124.72,9828.0
1763,05/13/2022 13,85.22,124.72,9831.0
1764,05/13/2022 14,76.03,124.7,9809.0
1765,05/13/2022 15,80.44,124.7,9827.0
1766,05/13/2022 16,75.58,124.67,9850.0
1767,05/13/2022 17,75.53,124.63,9830.0
1768,05/13/2022 18,78.89,124.58,9702.0
1769,05/13/2022 19,86.54,124.54,9589.0
1770,05/13/2022 20,100.5,124.35,9483.0
1771,05/13/2022 21,124.22,124.12,9450.0
1772,05/13/2022 22,217.27,124.12,9359.0
1773,05/13/2022 23,118.26,123.98,9337.0
1774,05/13/2022 24,73.51,123.89,9208.0
1775,05/14/2022 01,64.45,123.68,9006.0
1776,05/14/2022 02,62.54,123.53,8921.0
1777,05/14/2022 03,62.54,123.44,8880.0
1778,05/14/2022 04,62.72,123.32,8865.0
1779,05/14/2022 05,63.32,123.09,8844.0
1780,05/14/2022 06,63.36,122.93,8877.0
1781,05/14/2022 07,73.74,122.73,8951.0
1782,05/14/2022 08,86.88,122.59,9110.0
1783,05/14/2022 09,100.11,122.34,9347.0
1784,05/14/2022 10,88.63,122.31,9496.0
1785,05/14/2022 11,102.98,122.3,9547.0
1786,05/14/2022 12,129.89,122.34,9567.0
1787,05/14/2022 13,103.58,122.34,9562.0
1788,05/14/2022 14,95.22,122.33,9478.0
1789,05/14/2022 15,85.45,122.3,9467.0
1790,05/14/2022 16,76.77,122.26,9453.0
1791,05/14/2022 17,86.91,122.21,9479.0
1792,05/14/2022 18,95.67,122.12,9525.0
1793,05/14/2022 19,86.6,121.97,9435.0
1794,05/14/2022 20,96.79,121.85,9386.0
1795,05/14/2022 21,93.67,121.67,9317.0
1796,05/14/2022 22,85.0,121.49,9388.0
1797,05/14/2022 23,76.61,121.42,9361.0
1798,05/14/2022 24,62.79,121.31,9166.0
1799,05/15/2022 01,60.05,121.23,8952.0
1800,05/15/2022 02,60.44,121.16,8831.0
1801,05/15/2022 03,61.13,121.08,8723.0
1802,05/15/2022 04,59.69,121.01,8689.0
1803,05/15/2022 05,60.26,120.93,8678.0
1804,05/15/2022 06,61.24,120.83,8700.0
1805,05/15/2022 07,60.37,120.76,8729.0
1806,05/15/2022 08,64.13,120.7,8848.0
1807,05/15/2022 09,63.64,120.57,8998.0
1808,05/15/2022 10,65.9,120.2,9099.0
1809,05/15/2022 11,82.36,120.04,9192.0
1810,05/15/2022 12,84.08,119.98,9273.0
1811,05/15/2022 13,78.57,119.93,9363.0
1812,05/15/2022 14,82.56,119.75,9332.0
1813,05/15/2022 15,81.81,119.57,9332.0
1814,05/15/2022 16,84.64,119.45,9393.0
1815,05/15/2022 17,86.44,119.33,9485.0
1816,05/15/2022 18,427.32,119.7,9374.0
1817,05/15/2022 19,387.43,120.05,9307.0
1818,05/15/2022 20,366.84,120.28,9280.0
1819,05/15/2022 21,350.88,120.45,9257.0
1820,05/15/2022 22,308.47,120.63,9226.0
1821,05/15/2022 23,156.89,120.59,9155.0
1822,05/15/2022 24,154.16,120.51,8972.0
1823,05/16/2022 01,89.41,120.46,8757.0
1824,05/16/2022 02,89.97,120.43,8604.0
1825,05/16/2022 03,85.12,120.4,8552.0
1826,05/16/2022 04,84.71,120.36,8572.0
1827,05/16/2022 05,71.34,120.33,8634.0
1828,05/16/2022 06,62.78,120.28,8733.0
1829,05/16/2022 07,73.61,120.23,9056.0
1830,05/16/2022 08,87.38,120.21,9475.0
1831,05/16/2022 09,91.28,120.19,9658.0
1832,05/16/2022 10,72.13,120.15,9767.0
1833,05/16/2022 11,65.46,120.12,9822.0
1834,05/16/2022 12,66.46,120.1,9840.0
1835,05/16/2022 13,76.02,120.09,9891.0
1836,05/16/2022 14,99.59,120.11,9910.0
1837,05/16/2022 15,108.13,120.15,9892.0
1838,05/16/2022 16,99.69,120.19,9893.0
1839,05/16/2022 17,80.69,120.19,9904.0
1840,05/16/2022 18,80.81,120.19,9919.0
1841,05/16/2022 19,94.11,120.2,9818.0
1842,05/16/2022 20,101.58,120.23,9704.0
1843,05/16/2022 21,112.22,120.26,9623.0
1844,05/16/2022 22,102.77,120.26,9571.0
1845,05/16/2022 23,78.56,120.24,9361.0
1846,05/16/2022 24,67.85,120.21,9116.0
1847,05/17/2022 01,67.0,120.16,8991.0
1848,05/17/2022 02,62.79,120.09,8899.0
1849,05/17/2022 03,62.48,120.03,8825.0
1850,05/17/2022 04,61.2,119.96,8776.0
1851,05/17/2022 05,63.13,119.9,8808.0
1852,05/17/2022 06,68.69,119.84,8950.0
1853,05/17/2022 07,81.6,119.8,9266.0
1854,05/17/2022 08,107.24,119.81,9563.0
1855,05/17/2022 09,120.06,119.84,9681.0
1856,05/17/2022 10,141.08,119.9,9697.0
1857,05/17/2022 11,109.41,119.92,9721.0
1858,05/17/2022 12,92.62,119.92,9731.0
1859,05/17/2022 13,101.76,119.92,9735.0
1860,05/17/2022 14,142.49,119.98,9704.0
1861,05/17/2022 15,133.1,120.03,9717.0
1862,05/17/2022 16,125.84,120.05,9744.0
1863,05/17/2022 17,135.52,120.1,9824.0
1864,05/17/2022 18,110.66,120.11,9831.0
1865,05/17/2022 19,118.43,120.13,9625.0
1866,05/17/2022 20,97.48,120.13,9526.0
1867,05/17/2022 21,97.95,120.11,9490.0
1868,05/17/2022 22,141.89,120.16,9492.0
1869,05/17/2022 23,109.36,120.17,9313.0
1870,05/17/2022 24,97.26,120.15,9085.0
1871,05/18/2022 01,85.76,120.13,8866.0
1872,05/18/2022 02,84.22,120.12,8773.0
1873,05/18/2022 03,85.04,120.11,8687.0
1874,05/18/2022 04,87.1,120.1,8677.0
1875,05/18/2022 05,111.11,120.11,8728.0
1876,05/18/2022 06,136.1,120.16,8834.0
1877,05/18/2022 07,205.81,120.2,8993.0
1878,05/18/2022 08,216.03,120.36,9356.0
1879,05/18/2022 09,379.5,120.74,9446.0
1880,05/18/2022 10,237.85,120.93,9463.0
1881,05/18/2022 11,129.29,120.98,9558.0
1882,05/18/2022 12,99.32,120.98,9736.0
1883,05/18/2022 13,82.77,120.98,9768.0
1884,05/18/2022 14,66.32,120.97,9878.0
1885,05/18/2022 15,58.27,120.94,9839.0
1886,05/18/2022 16,60.07,120.91,9843.0
1887,05/18/2022 17,92.31,120.91,9914.0
1888,05/18/2022 18,116.4,120.93,9884.0
1889,05/18/2022 19,109.75,120.95,9776.0
1890,05/18/2022 20,100.05,120.94,9703.0
1891,05/18/2022 21,100.08,120.89,9645.0
1892,05/18/2022 22,100.09,120.88,9637.0
1893,05/18/2022 23,101.82,120.89,9514.0
1894,05/18/2022 24,89.23,120.89,9280.0
1895,05/19/2022 01,76.24,120.89,9088.0
1896,05/19/2022 02,66.67,120.88,8976.0
1897,05/19/2022 03,61.27,120.86,8871.0
1898,05/19/2022 04,59.07,120.81,8886.0
1899,05/19/2022 05,64.34,120.77,8944.0
1900,05/19/2022 06,56.08,120.71,9050.0
1901,05/19/2022 07,62.56,120.65,9333.0
1902,05/19/2022 08,91.57,120.65,9754.0
1903,05/19/2022 09,127.15,120.71,9908.0
1904,05/19/2022 10,126.32,120.78,9996.0
1905,05/19/2022 11,110.14,120.84,10028.0
1906,05/19/2022 12,112.31,120.87,10009.0
1907,05/19/2022 13,106.7,120.88,9976.0
1908,05/19/2022 14,87.91,120.82,9970.0
1909,05/19/2022 15,78.46,120.79,9944.0
1910,05/19/2022 16,85.82,120.76,9978.0
1911,05/19/2022 17,85.26,120.75,9990.0
1912,05/19/2022 18,109.51,120.77,9981.0
1913,05/19/2022 19,131.83,120.83,9931.0
1914,05/19/2022 20,162.99,120.93,9783.0
1915,05/19/2022 21,115.43,120.97,9699.0
1916,05/19/2022 22,154.32,121.08,9682.0
1917,05/19/2022 23,140.54,121.17,9489.0
1918,05/19/2022 24,98.12,121.21,9252.0
1919,05/20/2022 01,92.07,121.23,9044.0
1920,05/20/2022 02,59.16,121.21,8931.0
1921,05/20/2022 03,59.45,121.19,8889.0
1922,05/20/2022 04,59.58,121.17,8874.0
1923,05/20/2022 05,59.63,121.13,8867.0
1924,05/20/2022 06,65.04,121.08,8937.0
1925,05/20/2022 07,84.54,121.06,9183.0
1926,05/20/2022 08,82.17,121.08,9506.0
1927,05/20/2022 09,88.92,121.1,9765.0
1928,05/20/2022 10,74.04,121.1,9868.0
1929,05/20/2022 11,80.52,121.08,9862.0
1930,05/20/2022 12,93.88,121.07,9853.0
1931,05/20/2022 13,160.96,121.16,9810.0
1932,05/20/2022 14,126.19,121.2,9726.0
1933,05/20/2022 15,90.55,121.18,9753.0
1934,05/20/2022 16,63.1,121.09,9727.0
1935,05/20/2022 17,64.34,120.97,9718.0
1936,05/20/2022 18,85.11,120.8,9665.0
1937,05/20/2022 19,85.53,120.67,9544.0
1938,05/20/2022 20,87.28,120.54,9451.0
1939,05/20/2022 21,117.97,120.51,9367.0
1940,05/20/2022 22,151.98,120.58,9284.0
1941,05/20/2022 23,214.44,120.77,9178.0
1942,05/20/2022 24,188.18,120.91,8965.0
1943,05/21/2022 01,148.48,121.02,8827.0
1944,05/21/2022 02,162.43,121.15,8733.0
1945,05/21/2022 03,122.34,121.22,8663.0
1946,05/21/2022 04,85.33,121.25,8639.0
1947,05/21/2022 05,78.84,121.27,8674.0
1948,05/21/2022 06,118.17,121.32,8678.0
1949,05/21/2022 07,235.46,121.52,8648.0
1950,05/21/2022 08,86.08,121.52,8815.0
1951,05/21/2022 09,77.76,121.49,9026.0
1952,05/21/2022 10,92.29,121.44,9190.0
1953,05/21/2022 11,92.56,121.42,9264.0
1954,05/21/2022 12,92.49,121.35,9238.0
1955,05/21/2022 13,90.33,121.34,9188.0
1956,05/21/2022 14,146.88,121.3,9064.0
1957,05/21/2022 15,85.92,121.27,9094.0
1958,05/21/2022 16,97.31,121.24,9082.0
1959,05/21/2022 17,122.31,121.19,9057.0
1960,05/21/2022 18,196.09,121.13,9077.0
1961,05/21/2022 19,90.63,121.08,9078.0
1962,05/21/2022 20,231.3,120.96,8880.0
1963,05/21/2022 21,323.14,121.11,8818.0
1964,05/21/2022 22,391.99,121.35,8789.0
1965,05/21/2022 23,214.29,121.5,8781.0
1966,05/21/2022 24,90.32,121.5,8746.0
1967,05/22/2022 01,113.0,121.49,8613.0
1968,05/22/2022 02,90.05,121.49,8578.0
1969,05/22/2022 03,80.04,121.47,8547.0
1970,05/22/2022 04,78.44,121.45,8533.0
1971,05/22/2022 05,78.45,121.43,8579.0
1972,05/22/2022 06,78.46,121.41,8572.0
1973,05/22/2022 07,78.26,121.33,8567.0
1974,05/22/2022 08,75.33,121.17,8687.0
1975,05/22/2022 09,61.4,120.92,8846.0
1976,05/22/2022 10,73.69,120.65,8975.0
1977,05/22/2022 11,77.94,120.48,9034.0
1978,05/22/2022 12,77.84,120.25,9073.0
1979,05/22/2022 13,83.03,120.05,9106.0
1980,05/22/2022 14,86.51,119.88,9115.0
1981,05/22/2022 15,82.71,119.7,9084.0
1982,05/22/2022 16,78.82,119.63,9092.0
1983,05/22/2022 17,79.96,119.6,9165.0
1984,05/22/2022 18,90.47,119.55,9181.0
1985,05/22/2022 19,146.7,119.59,9112.0
1986,05/22/2022 20,447.2,120.05,8910.0
1987,05/22/2022 21,374.06,120.42,8744.0
1988,05/22/2022 22,93.08,120.25,8885.0
1989,05/22/2022 23,91.18,120.16,8969.0
1990,05/22/2022 24,90.27,120.06,8754.0
1991,05/23/2022 01,79.82,120.04,8587.0
1992,05/23/2022 02,76.42,119.93,8465.0
1993,05/23/2022 03,74.41,119.9,8433.0
1994,05/23/2022 04,70.4,119.87,8414.0
1995,05/23/2022 05,50.91,119.81,8416.0
1996,05/23/2022 06,51.27,119.66,8456.0
1997,05/23/2022 07,70.19,119.63,8518.0
