,Date (HE),Time,Price ($),Date,HE,Dispatched
418,03/01/2022 01,24:00,72.74,2022-03-01,01,11045
417,03/01/2022 01,24:05,73.58,2022-03-01,01,11164
416,03/01/2022 01,24:28,73.23,2022-03-01,01,11115
415,03/01/2022 01,24:29,72.74,2022-03-01,01,11045
414,03/01/2022 02,01:00,72.85,2022-03-01,02,11054
413,03/01/2022 03,02:00,72.56,2022-03-01,03,11041
412,03/01/2022 04,03:00,72.94,2022-03-01,04,11021
411,03/01/2022 04,03:07,72.18,2022-03-01,04,10951
410,03/01/2022 04,03:56,72.94,2022-03-01,04,11021
409,03/01/2022 05,04:00,72.8,2022-03-01,05,11047
408,03/01/2022 06,05:00,72.57,2022-03-01,06,11048
407,03/01/2022 06,05:17,73.58,2022-03-01,06,11167
406,03/01/2022 06,05:48,75.44,2022-03-01,06,11226
405,03/01/2022 07,06:00,88.98,2022-03-01,07,11235
404,03/01/2022 07,06:34,101.01,2022-03-01,07,11303
403,03/01/2022 07,06:50,88.98,2022-03-01,07,11235
402,03/01/2022 07,06:52,75.44,2022-03-01,07,11154
401,03/01/2022 08,07:00,74.54,2022-03-01,08,11396
400,03/01/2022 08,07:10,72.74,2022-03-01,08,11297
399,03/01/2022 08,07:12,71.95,2022-03-01,08,11227
398,03/01/2022 08,07:14,71.77,2022-03-01,08,11205
397,03/01/2022 08,07:25,72.13,2022-03-01,08,11257
396,03/01/2022 08,07:26,72.74,2022-03-01,08,11297
395,03/01/2022 08,07:31,74.54,2022-03-01,08,11396
394,03/01/2022 08,07:56,72.74,2022-03-01,08,11297
393,03/01/2022 09,08:00,72.61,2022-03-01,09,11448
392,03/01/2022 10,09:00,73.03,2022-03-01,10,11495
391,03/01/2022 10,09:33,72.56,2022-03-01,10,11425
390,03/01/2022 10,09:36,72.31,2022-03-01,10,11385
389,03/01/2022 10,09:39,68.28,2022-03-01,10,11200
388,03/01/2022 11,10:00,68.14,2022-03-01,11,11104
387,03/01/2022 11,10:04,68.67,2022-03-01,11,11182
386,03/01/2022 11,10:17,67.35,2022-03-01,11,11058
385,03/01/2022 11,10:29,63.98,2022-03-01,11,10944
384,03/01/2022 12,11:00,63.98,2022-03-01,12,10789
383,03/01/2022 13,12:00,63.98,2022-03-01,13,10687
382,03/01/2022 14,13:00,61.42,2022-03-01,14,10702
381,03/01/2022 14,13:33,60.0,2022-03-01,14,10567
380,03/01/2022 15,14:00,60.0,2022-03-01,15,10717
379,03/01/2022 15,14:39,59.95,2022-03-01,15,10687
378,03/01/2022 16,15:00,59.95,2022-03-01,16,10708
377,03/01/2022 16,15:21,59.01,2022-03-01,16,10641
376,03/01/2022 17,16:00,59.01,2022-03-01,17,10712
375,03/01/2022 17,16:03,59.56,2022-03-01,17,10779
374,03/01/2022 17,16:10,60.0,2022-03-01,17,10809
373,03/01/2022 17,16:13,61.38,2022-03-01,17,10944
372,03/01/2022 18,17:00,61.37,2022-03-01,18,10909
371,03/01/2022 18,17:08,59.56,2022-03-01,18,10744
370,03/01/2022 19,18:00,59.56,2022-03-01,19,10730
369,03/01/2022 19,18:40,61.9,2022-03-01,19,10895
368,03/01/2022 19,18:57,60.0,2022-03-01,19,10760
367,03/01/2022 20,19:00,60.0,2022-03-01,20,10738
366,03/01/2022 20,19:28,59.56,2022-03-01,20,10708
365,03/01/2022 20,19:48,61.3,2022-03-01,20,10873
364,03/01/2022 20,19:51,63.98,2022-03-01,20,10918
363,03/01/2022 21,20:00,66.12,2022-03-01,21,10768
362,03/01/2022 21,20:13,68.14,2022-03-01,21,10914
361,03/01/2022 22,21:00,68.14,2022-03-01,22,10920
360,03/01/2022 22,21:06,70.71,2022-03-01,22,11062
359,03/01/2022 22,21:32,68.14,2022-03-01,22,10920
358,03/01/2022 22,21:33,66.94,2022-03-01,22,10874
357,03/01/2022 22,21:36,66.12,2022-03-01,22,10774
356,03/01/2022 23,22:00,66.12,2022-03-01,23,10764
355,03/01/2022 24,23:00,68.15,2022-03-01,24,10608
354,03/01/2022 24,23:41,65.74,2022-03-01,24,10453
353,03/02/2022 01,24:00,65.67,2022-03-02,01,10490
352,03/02/2022 01,24:19,60.0,2022-03-02,01,10397
351,03/02/2022 01,24:35,49.16,2022-03-02,01,10328
350,03/02/2022 02,01:00,49.16,2022-03-02,02,10323
349,03/02/2022 02,01:03,60.0,2022-03-02,02,10436
348,03/02/2022 02,01:07,65.67,2022-03-02,02,10529
347,03/02/2022 02,01:08,67.05,2022-03-02,02,10629
346,03/02/2022 02,01:14,65.67,2022-03-02,02,10529
345,03/02/2022 02,01:31,67.05,2022-03-02,02,10629
344,03/02/2022 02,01:36,67.17,2022-03-02,02,10676
343,03/02/2022 02,01:39,68.28,2022-03-02,02,10785
342,03/02/2022 02,01:56,74.94,2022-03-02,02,11065
341,03/02/2022 03,02:00,78.9,2022-03-02,03,10884
340,03/02/2022 03,02:03,95.0,2022-03-02,03,10928
339,03/02/2022 03,02:09,130.45,2022-03-02,03,11052
338,03/02/2022 03,02:50,87.45,2022-03-02,03,10927
337,03/02/2022 04,03:00,87.45,2022-03-02,04,11122
336,03/02/2022 04,03:04,78.9,2022-03-02,04,11075
335,03/02/2022 04,03:06,74.86,2022-03-02,04,11022
334,03/02/2022 04,03:46,74.09,2022-03-02,04,10952
333,03/02/2022 05,04:00,74.46,2022-03-02,05,11094
332,03/02/2022 05,04:15,73.22,2022-03-02,05,10979
331,03/02/2022 05,04:41,74.46,2022-03-02,05,11094
330,03/02/2022 06,05:00,74.05,2022-03-02,06,11210
329,03/02/2022 06,05:40,74.79,2022-03-02,06,11280
328,03/02/2022 07,06:00,74.61,2022-03-02,07,11454
327,03/02/2022 07,06:05,78.9,2022-03-02,07,11518
326,03/02/2022 07,06:33,98.6,2022-03-02,07,11566
325,03/02/2022 07,06:39,140.28,2022-03-02,07,11602
324,03/02/2022 07,06:41,196.25,2022-03-02,07,11661
323,03/02/2022 07,06:55,298.8,2022-03-02,07,11767
322,03/02/2022 08,07:00,74.15,2022-03-02,08,11819
321,03/02/2022 08,07:05,74.44,2022-03-02,08,11864
320,03/02/2022 08,07:10,74.53,2022-03-02,08,11934
319,03/02/2022 08,07:25,74.44,2022-03-02,08,11864
318,03/02/2022 08,07:36,74.53,2022-03-02,08,11934
317,03/02/2022 08,07:58,74.44,2022-03-02,08,11864
316,03/02/2022 09,08:00,74.26,2022-03-02,09,11760
315,03/02/2022 09,08:10,74.44,2022-03-02,09,11805
314,03/02/2022 09,08:57,74.73,2022-03-02,09,11875
313,03/02/2022 10,09:00,108.26,2022-03-02,10,11774
312,03/02/2022 10,09:26,123.36,2022-03-02,10,11821
311,03/02/2022 10,09:44,108.26,2022-03-02,10,11774
310,03/02/2022 11,10:00,131.26,2022-03-02,11,11822
309,03/02/2022 12,11:00,188.0,2022-03-02,12,11806
308,03/02/2022 13,12:00,298.8,2022-03-02,13,11853
307,03/02/2022 13,12:29,289.31,2022-03-02,13,11836
306,03/02/2022 13,12:30,278.22,2022-03-02,13,11792
305,03/02/2022 13,12:43,200.0,2022-03-02,13,11742
304,03/02/2022 14,13:00,278.22,2022-03-02,14,11809
303,03/02/2022 14,13:04,289.31,2022-03-02,14,11853
302,03/02/2022 14,13:28,278.22,2022-03-02,14,11809
301,03/02/2022 14,13:38,200.0,2022-03-02,14,11759
300,03/02/2022 15,14:00,200.0,2022-03-02,15,11770
299,03/02/2022 15,14:25,278.22,2022-03-02,15,11820
298,03/02/2022 15,14:55,289.31,2022-03-02,15,11864
297,03/02/2022 16,15:00,289.31,2022-03-02,16,11779
296,03/02/2022 16,15:27,278.22,2022-03-02,16,11735
295,03/02/2022 17,16:00,278.22,2022-03-02,17,11808
294,03/02/2022 17,16:31,289.31,2022-03-02,17,11852
293,03/02/2022 17,16:41,300.0,2022-03-02,17,11866
292,03/02/2022 17,16:53,289.31,2022-03-02,17,11852
291,03/02/2022 17,16:58,278.22,2022-03-02,17,11808
290,03/02/2022 18,17:00,278.22,2022-03-02,18,11902
289,03/02/2022 18,17:18,289.31,2022-03-02,18,11942
288,03/02/2022 18,17:23,300.0,2022-03-02,18,11956
287,03/02/2022 18,17:29,325.27,2022-03-02,18,12036
286,03/02/2022 19,18:00,325.27,2022-03-02,19,12217
285,03/02/2022 19,18:03,300.0,2022-03-02,19,12137
284,03/02/2022 20,19:00,300.0,2022-03-02,20,12138
283,03/02/2022 20,19:16,289.31,2022-03-02,20,12124
282,03/02/2022 20,19:22,200.0,2022-03-02,20,12031
281,03/02/2022 20,19:24,191.22,2022-03-02,20,11954
280,03/02/2022 20,19:33,180.34,2022-03-02,20,11924
279,03/02/2022 21,20:00,180.34,2022-03-02,21,11918
278,03/02/2022 22,21:00,180.34,2022-03-02,22,11804
277,03/02/2022 22,21:38,108.26,2022-03-02,22,11765
276,03/02/2022 22,21:42,101.32,2022-03-02,22,11714
275,03/02/2022 23,22:00,74.26,2022-03-02,23,11606
274,03/02/2022 23,22:13,72.25,2022-03-02,23,11536
273,03/02/2022 23,22:30,69.43,2022-03-02,23,11443
272,03/02/2022 23,22:32,68.38,2022-03-02,23,11443
271,03/02/2022 24,23:00,87.45,2022-03-02,24,11445
270,03/02/2022 24,23:04,196.25,2022-03-02,24,11845
269,03/02/2022 24,23:11,188.0,2022-03-02,24,11790
268,03/02/2022 24,23:17,87.45,2022-03-02,24,11445
267,03/02/2022 24,23:26,74.57,2022-03-02,24,11354
266,03/02/2022 24,23:32,74.5,2022-03-02,24,11231
265,03/03/2022 01,24:00,79.23,2022-03-03,01,11273
264,03/03/2022 01,24:09,78.93,2022-03-03,01,11203
263,03/03/2022 01,24:17,76.72,2022-03-03,01,11133
262,03/03/2022 02,01:00,76.72,2022-03-03,02,11127
261,03/03/2022 02,01:04,75.01,2022-03-03,02,11078
260,03/03/2022 02,01:31,70.04,2022-03-03,02,11031
259,03/03/2022 03,02:00,70.35,2022-03-03,03,11086
258,03/03/2022 03,02:06,69.23,2022-03-03,03,11036
257,03/03/2022 04,03:00,69.79,2022-03-03,04,11041
256,03/03/2022 04,03:44,68.79,2022-03-03,04,10971
255,03/03/2022 05,04:00,68.27,2022-03-03,05,11037
254,03/03/2022 06,05:00,70.9,2022-03-03,06,11114
253,03/03/2022 06,05:21,78.52,2022-03-03,06,11291
252,03/03/2022 06,05:26,80.0,2022-03-03,06,11414
251,03/03/2022 06,05:51,78.52,2022-03-03,06,11291
250,03/03/2022 07,06:00,79.21,2022-03-03,07,11453
249,03/03/2022 07,06:04,82.56,2022-03-03,07,11552
248,03/03/2022 07,06:29,105.0,2022-03-03,07,11593
247,03/03/2022 07,06:35,159.98,2022-03-03,07,11712
246,03/03/2022 08,07:00,79.19,2022-03-03,08,11847
245,03/03/2022 08,07:10,89.99,2022-03-03,08,11879
244,03/03/2022 08,07:15,95.0,2022-03-03,08,11917
243,03/03/2022 08,07:16,200.0,2022-03-03,08,12009
242,03/03/2022 09,08:00,265.22,2022-03-03,09,11966
241,03/03/2022 09,08:05,316.25,2022-03-03,09,12015
240,03/03/2022 09,08:08,319.0,2022-03-03,09,12095
239,03/03/2022 09,08:15,316.25,2022-03-03,09,12015
238,03/03/2022 09,08:17,291.82,2022-03-03,09,12011
237,03/03/2022 09,08:21,265.22,2022-03-03,09,11966
236,03/03/2022 09,08:31,200.0,2022-03-03,09,11880
235,03/03/2022 09,08:48,265.22,2022-03-03,09,11966
234,03/03/2022 10,09:00,319.0,2022-03-03,10,12072
233,03/03/2022 10,09:07,291.82,2022-03-03,10,11988
232,03/03/2022 10,09:08,265.22,2022-03-03,10,11943
231,03/03/2022 10,09:38,291.82,2022-03-03,10,11988
230,03/03/2022 11,10:00,254.25,2022-03-03,11,11971
229,03/03/2022 11,10:40,265.22,2022-03-03,11,12022
228,03/03/2022 12,11:00,301.66,2022-03-03,12,11964
227,03/03/2022 13,12:00,254.25,2022-03-03,13,11927
226,03/03/2022 13,12:09,215.22,2022-03-03,13,11892
225,03/03/2022 13,12:21,254.25,2022-03-03,13,11927
224,03/03/2022 13,12:33,301.66,2022-03-03,13,11978
223,03/03/2022 14,13:00,301.66,2022-03-03,14,12008
222,03/03/2022 14,13:05,254.25,2022-03-03,14,11957
221,03/03/2022 14,13:14,215.22,2022-03-03,14,11922
220,03/03/2022 15,14:00,200.0,2022-03-03,15,11886
219,03/03/2022 15,14:49,215.22,2022-03-03,15,11936
218,03/03/2022 16,15:00,215.22,2022-03-03,16,11934
217,03/03/2022 16,15:22,254.25,2022-03-03,16,11969
216,03/03/2022 17,16:00,254.25,2022-03-03,17,12050
215,03/03/2022 17,16:07,301.66,2022-03-03,17,12101
214,03/03/2022 17,16:26,215.22,2022-03-03,17,12015
213,03/03/2022 17,16:28,209.22,2022-03-03,17,11965
212,03/03/2022 17,16:35,200.0,2022-03-03,17,11950
211,03/03/2022 17,16:36,187.25,2022-03-03,17,11923
210,03/03/2022 17,16:38,111.11,2022-03-03,17,11897
209,03/03/2022 17,16:45,187.25,2022-03-03,17,11923
208,03/03/2022 17,16:48,209.22,2022-03-03,17,11965
207,03/03/2022 17,16:50,215.22,2022-03-03,17,12015
206,03/03/2022 17,16:56,254.25,2022-03-03,17,12050
205,03/03/2022 18,17:00,215.22,2022-03-03,18,12060
204,03/03/2022 18,17:03,209.22,2022-03-03,18,12010
203,03/03/2022 18,17:07,200.0,2022-03-03,18,11995
202,03/03/2022 18,17:18,209.22,2022-03-03,18,12010
201,03/03/2022 18,17:26,215.22,2022-03-03,18,12060
200,03/03/2022 19,18:00,215.22,2022-03-03,19,12031
199,03/03/2022 19,18:07,209.22,2022-03-03,19,11981
198,03/03/2022 19,18:26,215.22,2022-03-03,19,12031
197,03/03/2022 20,19:00,210.25,2022-03-03,20,12097
196,03/03/2022 20,19:08,200.0,2022-03-03,20,12017
195,03/03/2022 20,19:22,109.0,2022-03-03,20,11935
194,03/03/2022 20,19:30,105.0,2022-03-03,20,11903
193,03/03/2022 21,20:00,111.11,2022-03-03,21,11884
192,03/03/2022 21,20:11,187.25,2022-03-03,21,11909
191,03/03/2022 21,20:55,100.25,2022-03-03,21,11770
190,03/03/2022 22,21:00,79.49,2022-03-03,22,11712
189,03/03/2022 22,21:25,89.99,2022-03-03,22,11743
188,03/03/2022 22,21:33,79.49,2022-03-03,22,11712
187,03/03/2022 23,22:00,79.1,2022-03-03,23,11479
186,03/03/2022 23,22:09,89.99,2022-03-03,23,11510
185,03/03/2022 23,22:22,79.1,2022-03-03,23,11479
184,03/03/2022 23,22:27,78.78,2022-03-03,23,11409
183,03/03/2022 24,23:00,145.45,2022-03-03,24,11497
182,03/03/2022 24,23:13,109.0,2022-03-03,24,11366
181,03/03/2022 24,23:15,105.25,2022-03-03,24,11334
180,03/03/2022 24,23:17,82.56,2022-03-03,24,11244
179,03/03/2022 24,23:29,79.22,2022-03-03,24,11146
178,03/04/2022 01,24:00,83.24,2022-03-04,01,10969
177,03/04/2022 01,24:33,80.7,2022-03-04,01,10859
176,03/04/2022 01,24:57,79.05,2022-03-04,01,10752
175,03/04/2022 02,01:00,78.97,2022-03-04,02,10803
174,03/04/2022 03,02:00,79.3,2022-03-04,03,10796
173,03/04/2022 03,02:43,77.25,2022-03-04,03,10771
172,03/04/2022 03,02:45,64.38,2022-03-04,03,10668
171,03/04/2022 04,03:00,64.38,2022-03-04,04,10733
170,03/04/2022 04,03:28,59.93,2022-03-04,04,10719
169,03/04/2022 04,03:32,52.59,2022-03-04,04,10715
168,03/04/2022 04,03:42,51.47,2022-03-04,04,10715
167,03/04/2022 05,04:00,51.47,2022-03-04,05,10709
166,03/04/2022 05,04:21,59.93,2022-03-04,05,10770
165,03/04/2022 05,04:31,64.38,2022-03-04,05,10784
164,03/04/2022 05,04:44,77.25,2022-03-04,05,10887
163,03/04/2022 06,05:00,77.25,2022-03-04,06,10894
162,03/04/2022 06,05:46,78.94,2022-03-04,06,10919
161,03/04/2022 06,05:47,80.0,2022-03-04,06,10971
160,03/04/2022 07,06:00,80.18,2022-03-04,07,11004
159,03/04/2022 07,06:07,81.09,2022-03-04,07,11069
158,03/04/2022 07,06:26,83.24,2022-03-04,07,11139
157,03/04/2022 07,06:36,83.34,2022-03-04,07,11209
156,03/04/2022 07,06:39,85.0,2022-03-04,07,11260
155,03/04/2022 07,06:44,110.0,2022-03-04,07,11304
154,03/04/2022 07,06:56,83.34,2022-03-04,07,11209
153,03/04/2022 08,07:00,80.0,2022-03-04,08,11372
152,03/04/2022 08,07:03,72.45,2022-03-04,08,11266
151,03/04/2022 08,07:06,78.91,2022-03-04,08,11367
150,03/04/2022 08,07:09,80.56,2022-03-04,08,11427
149,03/04/2022 08,07:25,81.45,2022-03-04,08,11467
148,03/04/2022 08,07:50,83.09,2022-03-04,08,11537
147,03/04/2022 09,08:00,83.12,2022-03-04,09,11542
146,03/04/2022 09,08:25,83.04,2022-03-04,09,11472
145,03/04/2022 09,08:26,83.12,2022-03-04,09,11542
144,03/04/2022 10,09:00,83.42,2022-03-04,10,11463
143,03/04/2022 10,09:36,99.0,2022-03-04,10,11501
142,03/04/2022 10,09:46,83.42,2022-03-04,10,11463
141,03/04/2022 11,10:00,83.6,2022-03-04,11,11559
140,03/04/2022 11,10:17,83.25,2022-03-04,11,11489
139,03/04/2022 11,10:21,83.6,2022-03-04,11,11559
138,03/04/2022 11,10:44,83.25,2022-03-04,11,11489
137,03/04/2022 12,11:00,83.08,2022-03-04,12,11447
136,03/04/2022 12,11:12,81.39,2022-03-04,12,11377
135,03/04/2022 12,11:26,80.93,2022-03-04,12,11337
134,03/04/2022 12,11:33,80.48,2022-03-04,12,11312
133,03/04/2022 12,11:53,80.93,2022-03-04,12,11337
132,03/04/2022 13,12:00,80.75,2022-03-04,13,11208
131,03/04/2022 13,12:02,83.3,2022-03-04,13,11369
130,03/04/2022 13,12:07,81.14,2022-03-04,13,11248
129,03/04/2022 13,12:10,82.05,2022-03-04,13,11299
128,03/04/2022 13,12:22,81.14,2022-03-04,13,11248
127,03/04/2022 13,12:33,80.75,2022-03-04,13,11208
126,03/04/2022 13,12:43,80.0,2022-03-04,13,11153
125,03/04/2022 13,12:48,77.07,2022-03-04,13,11123
124,03/04/2022 14,13:00,77.07,2022-03-04,14,11252
123,03/04/2022 14,13:07,80.0,2022-03-04,14,11282
122,03/04/2022 14,13:10,80.81,2022-03-04,14,11337
121,03/04/2022 14,13:42,80.0,2022-03-04,14,11282
120,03/04/2022 14,13:47,77.07,2022-03-04,14,11252
119,03/04/2022 14,13:53,73.97,2022-03-04,14,11125
118,03/04/2022 14,13:57,71.49,2022-03-04,14,10969
117,03/04/2022 15,14:00,71.49,2022-03-04,15,11044
116,03/04/2022 15,14:03,72.45,2022-03-04,15,11090
115,03/04/2022 15,14:40,73.66,2022-03-04,15,11170
114,03/04/2022 15,14:44,72.45,2022-03-04,15,11090
113,03/04/2022 15,14:46,73.66,2022-03-04,15,11170
112,03/04/2022 15,14:49,71.49,2022-03-04,15,11044
111,03/04/2022 15,14:51,72.45,2022-03-04,15,11090
110,03/04/2022 16,15:00,71.49,2022-03-04,16,10985
109,03/04/2022 16,15:02,71.68,2022-03-04,16,11065
108,03/04/2022 16,15:08,72.45,2022-03-04,16,11111
107,03/04/2022 16,15:19,74.65,2022-03-04,16,11185
106,03/04/2022 16,15:55,80.0,2022-03-04,16,11290
105,03/04/2022 17,16:00,80.0,2022-03-04,17,11337
104,03/04/2022 17,16:07,80.97,2022-03-04,17,11392
103,03/04/2022 17,16:32,81.33,2022-03-04,17,11432
102,03/04/2022 17,16:47,83.29,2022-03-04,17,11502
101,03/04/2022 18,17:00,83.22,2022-03-04,18,11697
100,03/04/2022 18,17:03,81.45,2022-03-04,18,11627
99,03/04/2022 18,17:05,80.94,2022-03-04,18,11587
98,03/04/2022 18,17:06,80.54,2022-03-04,18,11562
97,03/04/2022 18,17:09,81.45,2022-03-04,18,11627
96,03/04/2022 18,17:10,80.94,2022-03-04,18,11587
95,03/04/2022 18,17:15,80.0,2022-03-04,18,11532
94,03/04/2022 18,17:20,80.54,2022-03-04,18,11562
93,03/04/2022 18,17:28,80.94,2022-03-04,18,11587
92,03/04/2022 19,18:00,80.0,2022-03-04,19,11673
91,03/04/2022 19,18:05,75.01,2022-03-04,19,11569
90,03/04/2022 19,18:10,71.68,2022-03-04,19,11447
89,03/04/2022 19,18:25,74.65,2022-03-04,19,11567
88,03/04/2022 19,18:30,76.89,2022-03-04,19,11643
87,03/04/2022 20,19:00,76.89,2022-03-04,20,11661
86,03/04/2022 20,19:10,74.65,2022-03-04,20,11584
85,03/04/2022 21,20:00,72.45,2022-03-04,21,11504
84,03/04/2022 21,20:45,79.28,2022-03-04,21,11680
83,03/04/2022 21,20:55,80.93,2022-03-04,21,11740
82,03/04/2022 22,21:00,100.0,2022-03-04,22,11773
81,03/04/2022 22,21:13,83.33,2022-03-04,22,11653
80,03/04/2022 22,21:20,80.79,2022-03-04,22,11543
79,03/04/2022 22,21:35,80.14,2022-03-04,22,11488
78,03/04/2022 22,21:50,81.31,2022-03-04,22,11583
77,03/04/2022 23,22:00,80.85,2022-03-04,23,11370
76,03/04/2022 23,22:20,80.11,2022-03-04,23,11345
75,03/04/2022 23,22:25,80.0,2022-03-04,23,11315
74,03/04/2022 23,22:30,73.97,2022-03-04,23,11239
73,03/04/2022 23,22:45,79.2,2022-03-04,23,11310
72,03/04/2022 23,22:55,80.85,2022-03-04,23,11370
71,03/04/2022 24,23:00,105.25,2022-03-04,24,11304
70,03/04/2022 24,23:15,88.69,2022-03-04,24,11240
69,03/04/2022 24,23:20,82.56,2022-03-04,24,11074
68,03/04/2022 24,23:25,80.11,2022-03-04,24,10963
67,03/04/2022 24,23:40,80.57,2022-03-04,24,10988
66,03/04/2022 24,23:50,78.92,2022-03-04,24,10881
65,03/04/2022 24,23:55,74.28,2022-03-04,24,10804
64,03/05/2022 01,24:00,66.42,2022-03-05,01,10926
63,03/05/2022 01,24:45,80.65,2022-03-05,01,11109
62,03/05/2022 01,24:50,84.67,2022-03-05,01,11236
61,03/05/2022 01,24:55,85.63,2022-03-05,01,11322
60,03/05/2022 02,01:00,86.97,2022-03-05,02,11034
59,03/05/2022 02,01:15,85.05,2022-03-05,02,10918
58,03/05/2022 02,01:20,84.65,2022-03-05,02,10878
57,03/05/2022 02,01:25,84.14,2022-03-05,02,10853
56,03/05/2022 02,01:50,80.65,2022-03-05,02,10751
55,03/05/2022 03,02:00,80.14,2022-03-05,03,10932
54,03/05/2022 03,02:15,77.51,2022-03-05,03,10927
53,03/05/2022 03,02:28,66.42,2022-03-05,03,10797
52,03/05/2022 04,03:00,67.12,2022-03-05,04,10825
51,03/05/2022 04,03:25,77.51,2022-03-05,04,10879
50,03/05/2022 05,04:00,77.51,2022-03-05,05,10923
49,03/05/2022 05,04:25,80.65,2022-03-05,05,10977
48,03/05/2022 06,05:00,82.9,2022-03-05,06,11019
47,03/05/2022 06,05:35,84.44,2022-03-05,06,11074
46,03/05/2022 07,06:00,84.34,2022-03-05,07,11278
45,03/05/2022 08,07:00,75.98,2022-03-05,08,11356
44,03/05/2022 09,08:00,75.98,2022-03-05,09,11404
43,03/05/2022 10,09:00,75.5,2022-03-05,10,11398
42,03/05/2022 10,09:40,81.15,2022-03-05,10,11532
41,03/05/2022 11,10:00,83.14,2022-03-05,11,11590
40,03/05/2022 12,11:00,81.15,2022-03-05,12,11581
39,03/05/2022 12,11:47,75.5,2022-03-05,12,11450
38,03/05/2022 13,12:00,75.5,2022-03-05,13,11431
37,03/05/2022 13,12:23,74.86,2022-03-05,13,11380
36,03/05/2022 13,12:29,71.52,2022-03-05,13,11269
35,03/05/2022 14,13:00,71.52,2022-03-05,14,11349
34,03/05/2022 14,13:20,67.85,2022-03-05,14,11249
33,03/05/2022 14,13:43,63.95,2022-03-05,14,11148
32,03/05/2022 15,14:00,63.95,2022-03-05,15,11267
31,03/05/2022 15,14:30,52.59,2022-03-05,15,11164
30,03/05/2022 16,15:00,52.59,2022-03-05,16,11257
29,03/05/2022 16,15:24,52.66,2022-03-05,16,11294
28,03/05/2022 16,15:43,69.21,2022-03-05,16,11410
27,03/05/2022 17,16:00,69.21,2022-03-05,17,11434
26,03/05/2022 17,16:31,74.86,2022-03-05,17,11590
25,03/05/2022 17,16:37,75.5,2022-03-05,17,11715
24,03/05/2022 17,16:44,84.6,2022-03-05,17,11800
23,03/05/2022 18,17:00,84.62,2022-03-05,18,11848
22,03/05/2022 18,17:42,85.7,2022-03-05,18,11914
21,03/05/2022 18,17:47,87.23,2022-03-05,18,11984
20,03/05/2022 18,17:48,87.44,2022-03-05,18,12054
19,03/05/2022 19,18:00,87.21,2022-03-05,19,12079
18,03/05/2022 19,18:13,87.08,2022-03-05,19,12009
17,03/05/2022 19,18:38,87.21,2022-03-05,19,12079
16,03/05/2022 20,19:00,87.2,2022-03-05,20,12128
15,03/05/2022 20,19:20,87.14,2022-03-05,20,12058
14,03/05/2022 20,19:27,85.61,2022-03-05,20,11988
13,03/05/2022 21,20:00,84.26,2022-03-05,21,11925
12,03/05/2022 21,20:22,84.0,2022-03-05,21,11889
11,03/05/2022 21,20:52,75.5,2022-03-05,21,11840
10,03/05/2022 22,21:00,75.5,2022-03-05,22,11746
9,03/05/2022 22,21:04,75.45,2022-03-05,22,11697
8,03/05/2022 22,21:54,74.86,2022-03-05,22,11621
7,03/05/2022 22,21:59,65.0,2022-03-05,22,11496
6,03/05/2022 23,22:00,65.0,2022-03-05,23,11347
5,03/05/2022 23,22:31,63.95,2022-03-05,23,11312
4,03/05/2022 23,22:38,62.13,2022-03-05,23,11312
3,03/05/2022 24,23:00,74.86,2022-03-05,24,11180
2,03/05/2022 24,23:18,75.45,2022-03-05,24,11256
1,03/05/2022 24,23:29,74.86,2022-03-05,24,11180
0,03/05/2022 24,23:40,52.66,2022-03-05,24,11061
2945,03/06/2022 01,24:00,52.66,2022-03-06,01,11010
2944,03/06/2022 01,24:05,47.85,2022-03-06,01,10931
2943,03/06/2022 01,24:21,45.66,2022-03-06,01,10888
2942,03/06/2022 01,24:26,43.11,2022-03-06,01,10840
2941,03/06/2022 01,24:57,46.25,2022-03-06,01,10898
2940,03/06/2022 02,01:00,51.9,2022-03-06,02,10597
2939,03/06/2022 02,01:03,62.5,2022-03-06,02,10701
2938,03/06/2022 02,01:11,63.95,2022-03-06,02,10701
2937,03/06/2022 02,01:47,62.5,2022-03-06,02,10701
2936,03/06/2022 02,01:53,55.01,2022-03-06,02,10640
2935,03/06/2022 03,02:00,52.66,2022-03-06,03,10621
2934,03/06/2022 03,02:29,58.5,2022-03-06,03,10686
2933,03/06/2022 04,03:00,55.01,2022-03-06,04,10711
2932,03/06/2022 04,03:05,52.66,2022-03-06,04,10707
2931,03/06/2022 04,03:17,51.9,2022-03-06,04,10668
2930,03/06/2022 05,04:00,51.9,2022-03-06,05,10686
2929,03/06/2022 05,04:53,50.0,2022-03-06,05,10662
2928,03/06/2022 06,05:00,46.25,2022-03-06,06,10604
2927,03/06/2022 06,05:06,50.0,2022-03-06,06,10653
2926,03/06/2022 06,05:22,52.66,2022-03-06,06,10716
2925,03/06/2022 06,05:37,61.22,2022-03-06,06,10800
2924,03/06/2022 07,06:00,61.22,2022-03-06,07,10773
2923,03/06/2022 07,06:10,63.95,2022-03-06,07,10836
2922,03/06/2022 07,06:34,75.45,2022-03-06,07,10950
2921,03/06/2022 07,06:52,76.43,2022-03-06,07,10994
2920,03/06/2022 08,07:00,72.52,2022-03-06,08,11167
2919,03/06/2022 08,07:04,65.0,2022-03-06,08,11048
2918,03/06/2022 08,07:10,63.95,2022-03-06,08,11011
2917,03/06/2022 08,07:38,65.0,2022-03-06,08,11048
2916,03/06/2022 09,08:00,69.63,2022-03-06,09,11060
